GeneSymbol	#tax_id	GeneID	LocusTag	Synonyms	dbXrefs	chromosome	map_location	description	type_of_gene	Symbol_from_nomenclature_authority	Full_name_from_nomenclature_authority	Nomenclature_status	Other_designations	Modification_date	Feature_type
FEZ1	9606	9638	-	UNC-76	MIM:604825|HGNC:HGNC:3659|Ensembl:ENSG00000149557|AllianceGenome:HGNC:3659	11	11q24.2	fasciculation and elongation protein zeta 1	protein-coding	FEZ1	fasciculation and elongation protein zeta 1	O	fasciculation and elongation protein zeta-1|zygin I|zygin-1	20250503	-
FGD5	9606	152273	-	ZFYVE23	MIM:614788|HGNC:HGNC:19117|Ensembl:ENSG00000154783|AllianceGenome:HGNC:19117	3	3p25.1	FYVE, RhoGEF and PH domain containing 5	protein-coding	FGD5	FYVE, RhoGEF and PH domain containing 5	O	FYVE, RhoGEF and PH domain-containing protein 5|zinc finger FYVE domain-containing protein 23	20250503	-
FGF14-AS2	9606	283481	-	-	HGNC:HGNC:44368|Ensembl:ENSG00000272143|AllianceGenome:HGNC:44368	13	13q33.1	FGF14 antisense RNA 2	ncRNA	FGF14-AS2	FGF14 antisense RNA 2	O	-	20250304	-
FGF18	9606	8817	-	FGF-18|ZFGF5	MIM:603726|HGNC:HGNC:3674|Ensembl:ENSG00000156427|AllianceGenome:HGNC:3674	5	5q35.1	fibroblast growth factor 18	protein-coding	FGF18	fibroblast growth factor 18	O	fibroblast growth factor 18	20250503	-
FGF19	9606	9965	-	-	MIM:603891|HGNC:HGNC:3675|Ensembl:ENSG00000162344|AllianceGenome:HGNC:3675	11	11q13.3	fibroblast growth factor 19	protein-coding	FGF19	fibroblast growth factor 19	O	fibroblast growth factor 19|FGF-19	20250503	-
FGF2	9606	2247	-	BFGF|FGF-2|FGFB|HBGF-2	MIM:134920|HGNC:HGNC:3676|Ensembl:ENSG00000138685|AllianceGenome:HGNC:3676	4	4q28.1	fibroblast growth factor 2	protein-coding	FGF2	fibroblast growth factor 2	O	fibroblast growth factor 2|basic fibroblast growth factor bFGF|fibroblast growth factor 2 (basic)|heparin-binding growth factor 2|prostatropin	20250503	-
FGF7	9606	2252	-	HBGF-7|KGF	MIM:148180|HGNC:HGNC:3685|Ensembl:ENSG00000140285|AllianceGenome:HGNC:3685	15	15q21.2	fibroblast growth factor 7	protein-coding	FGF7	fibroblast growth factor 7	O	fibroblast growth factor 7|FGF-7|heparin-binding growth factor 7|keratinocyte growth factor	20250503	-
FGL2	9606	10875	-	T49|pT49	MIM:605351|HGNC:HGNC:3696|Ensembl:ENSG00000127951|AllianceGenome:HGNC:3696	7	7q11.23	fibrinogen like 2	protein-coding	FGL2	fibrinogen like 2	O	fibroleukin|fibrinogen-like protein 2	20250503	-
FHL1	9606	2273	-	FCMSU|FHL-1|FHL1A|FHL1B|FLH1A|KYOT|RBMX1A|RBMX1B|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA	MIM:300163|HGNC:HGNC:3702|Ensembl:ENSG00000022267|AllianceGenome:HGNC:3702	X	Xq26.3	four and a half LIM domains 1	protein-coding	FHL1	four and a half LIM domains 1	O	four and a half LIM domains protein 1|LIM protein SLIMMER|four-and-a-half Lin11, Isl-1 and Mec-3 domains 1|skeletal muscle LIM-protein 1	20250503	-
FHL5	9606	9457	-	1700027G07Rik|ACT|FHL-5|dJ393D12.2	MIM:605126|HGNC:HGNC:17371|Ensembl:ENSG00000112214|AllianceGenome:HGNC:17371	6	6q16.1	four and a half LIM domains 5	protein-coding	FHL5	four and a half LIM domains 5	O	four and a half LIM domains protein 5|LIM protein ACT|activator of cAMP-responsive element modulator (CREM) in testis|activator of cAMP-responsive element modulator in testis	20250503	-
FIBIN	9606	387758	-	-	MIM:617085|HGNC:HGNC:33747|Ensembl:ENSG00000176971|AllianceGenome:HGNC:33747	11	11p14.2	fin bud initiation factor homolog	protein-coding	FIBIN	fin bud initiation factor homolog	O	fin bud initiation factor homolog	20250503	-
FILIP1	9606	27145	-	FILIP|NMDF	MIM:607307|HGNC:HGNC:21015|Ensembl:ENSG00000118407|AllianceGenome:HGNC:21015	6	6q14.1	filamin A interacting protein 1	protein-coding	FILIP1	filamin A interacting protein 1	O	filamin-A-interacting protein 1	20250503	-
FILIP1L	9606	11259	-	DOC-1|DOC1|GIP130|GIP90	MIM:612993|HGNC:HGNC:24589|Ensembl:ENSG00000168386|AllianceGenome:HGNC:24589	3	3q12.1	filamin A interacting protein 1 like	protein-coding	FILIP1L	filamin A interacting protein 1 like	O	filamin A-interacting protein 1-like|130 kDa GPBP-interacting protein|90 kDa GPBP-interacting protein|protein down-regulated in ovarian cancer 1	20250503	-
FKBP5	9606	2289	-	AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10	MIM:602623|HGNC:HGNC:3721|Ensembl:ENSG00000096060|AllianceGenome:HGNC:3721	6	6p21.31	FKBP prolyl isomerase 5	protein-coding	FKBP5	FKBP prolyl isomerase 5	O	peptidyl-prolyl cis-trans isomerase FKBP5|51 kDa FK506-binding protein|51 kDa FKBP|54 kDa progesterone receptor-associated immunophilin|FF1 antigen|FK506 binding protein 5|FKBP-51|HSP90-binding immunophilin|PPIase FKBP5|T-cell FK506-binding protein|androgen-regulated protein 6|peptidylprolyl cis-trans isomerase|rotamase	20250503	-
FKBP7	9606	51661	-	FKBP23|PPIase	MIM:607062|HGNC:HGNC:3723|Ensembl:ENSG00000079150|AllianceGenome:HGNC:3723	2	2q31.2	FKBP prolyl isomerase 7	protein-coding	FKBP7	FKBP prolyl isomerase 7	O	peptidyl-prolyl cis-trans isomerase FKBP7|23 kDa FK506-binding protein|23 kDa FKBP|FK506 binding protein 7|FK506-binding protein 23|FKBP-23|FKBP-7|PPIase FKBP7|rotamase	20250503	-
FLAD1	9606	80308	-	FAD1|FADS|LSMFLAD|PP591	MIM:610595|HGNC:HGNC:24671|Ensembl:ENSG00000160688|AllianceGenome:HGNC:24671	1	1q21.3	flavin adenine dinucleotide synthetase 1	protein-coding	FLAD1	flavin adenine dinucleotide synthetase 1	O	FAD synthase|FAD pyrophosphorylase|FAD-adenylyl transferase|FAD-synthetase|FMN adenylyltransferase|Fad1, flavin adenine dinucleotide synthetase, homolog	20250503	-
FLI1	9606	2313	-	BDPLT21|EWSR2|FLI-1|SIC-1	MIM:193067|HGNC:HGNC:3749|Ensembl:ENSG00000151702|AllianceGenome:HGNC:3749	11	11q24.3	Fli-1 proto-oncogene, ETS transcription factor	protein-coding	FLI1	Fli-1 proto-oncogene, ETS transcription factor	O	Friend leukemia integration 1 transcription factor|Ewing sarcoma breakpoint region 2|Friend leukemia virus integration 1|transcription factor ERGB	20250520	-
FLNA	9606	2316	-	ABP-280|ABPX|CSBS|CVD1|FGS2|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD	MIM:300017|HGNC:HGNC:3754|Ensembl:ENSG00000196924|AllianceGenome:HGNC:3754	X	Xq28	filamin A	protein-coding	FLNA	filamin A	O	filamin-A|actin binding protein 280|alpha-filamin|endothelial actin-binding protein|epididymis secretory sperm binding protein|filamin A, alpha|filamin-1|non-muscle filamin	20250511	-
FLNC	9606	2318	-	ABP-280|ABP280A|ABPA|ABPL|ARVC15|CMH26|FLN2|MFM5|MPD4|RCM5	MIM:102565|HGNC:HGNC:3756|Ensembl:ENSG00000128591|AllianceGenome:HGNC:3756	7	7q32.1	filamin C	protein-coding	FLNC	filamin C	O	filamin-C|ABP-280-like protein|ABP-L, gamma filamin|actin binding protein 280|filamin C, gamma|filamin-2|gamma filamin	20250511	-
FLT4	9606	2324	-	CHTD7|FLT-4|FLT41|LMPH1A|LMPHM1|PCL|VEGFR-3|VEGFR3	MIM:136352|HGNC:HGNC:3767|Ensembl:ENSG00000037280|AllianceGenome:HGNC:3767	5	5q35.3	fms related receptor tyrosine kinase 4	protein-coding	FLT4	fms related receptor tyrosine kinase 4	O	vascular endothelial growth factor receptor 3|Feline McDonough Sarcoma (FMS)-like tyrosine kinase 4|VEGF receptor-3|fms related tyrosine kinase 4|fms-like tyrosine kinase 4|primary congenital lymphedema|tyrosine-protein kinase receptor FLT4	20250503	-
FLVCR1	9606	28982	-	AXPC1|FLVCR|MFSD7B|NEDMISH|PCA|PCARP|RETSNS|SLC49A1	MIM:609144|HGNC:HGNC:24682|Ensembl:ENSG00000162769|AllianceGenome:HGNC:24682	1	1q32.3	FLVCR choline and heme transporter 1	protein-coding	FLVCR1	FLVCR choline and heme transporter 1	O	choline/ethanolamine transporter FLVCR1|heme transporter FLVCR1|FLVCR heme transporter 1|feline leukemia virus subgroup C cellular receptor 1|feline leukemia virus subgroup C receptor-related protein 1	20250503	-
FMO2	9606	2327	-	FMO1B1	MIM:603955|HGNC:HGNC:3770|Ensembl:ENSG00000094963|AllianceGenome:HGNC:3770	1	1q24.3	flavin containing dimethylaniline monoxygenase 2	protein-coding	FMO2	flavin containing dimethylaniline monoxygenase 2	O	flavin-containing monooxygenase 2|FMO, pulmonary|dimethylaniline monooxygenase [N-oxide-forming] 2|dimethylaniline oxidase 2|flavin containing monooxygenase 2 (non-functional)|pulmonary flavin-containing monooxygenase 2	20250503	-
FMOD	9606	2331	-	FM|SLRR2E	MIM:600245|HGNC:HGNC:3774|Ensembl:ENSG00000122176|AllianceGenome:HGNC:3774	1	1q32.1	fibromodulin	protein-coding	FMOD	fibromodulin	O	fibromodulin|KSPG fibromodulin|collagen-binding 59 kDa protein|epididymis secretory sperm binding protein|keratan sulfate proteoglycan fibromodulin	20250503	-
FN1	9606	2335	-	CIG|ED-B|FINC|FN|FNZ|GFND|GFND2|LETS|MSF|SMDCF	MIM:135600|HGNC:HGNC:3778|Ensembl:ENSG00000115414|AllianceGenome:HGNC:3778	2	2q35	fibronectin 1	protein-coding	FN1	fibronectin 1	O	fibronectin|cold-insoluble globulin|epididymis secretory sperm binding protein|lnc-ABCA12-8|migration-stimulating factor	20250503	-
FNBP1	9606	23048	-	FBP17	MIM:606191|HGNC:HGNC:17069|Ensembl:ENSG00000187239|AllianceGenome:HGNC:17069	9	9q34.11	formin binding protein 1	protein-coding	FNBP1	formin binding protein 1	O	formin-binding protein 1|formin-binding protein 17	20250503	-
FNDC10	9606	643988	-	C1orf233	HGNC:HGNC:42951|Ensembl:ENSG00000228594|AllianceGenome:HGNC:42951	1	1p36.33	fibronectin type III domain containing 10	protein-coding	FNDC10	fibronectin type III domain containing 10	O	fibronectin type III domain-containing protein 10|fibronectin type-III domain-containing transmembrane protein C1orf233	20250503	-
FNDC5	9606	252995	-	FRCP2|irisin	MIM:611906|HGNC:HGNC:20240|Ensembl:ENSG00000160097|AllianceGenome:HGNC:20240	1	1p35.1	fibronectin type III domain containing 5	protein-coding	FNDC5	fibronectin type III domain containing 5	O	fibronectin type III domain-containing protein 5|fibronectin type III repeat-containing protein 2	20250503	-
FOS	9606	2353	-	AP-1|C-FOS|p55	MIM:164810|HGNC:HGNC:3796|Ensembl:ENSG00000170345|AllianceGenome:HGNC:3796	14	14q24.3	Fos proto-oncogene, AP-1 transcription factor subunit	protein-coding	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	O	protein c-Fos|FBJ murine osteosarcoma viral (v-fos) oncogene homolog (oncogene FOS)|FBJ murine osteosarcoma viral oncogene homolog|Fos proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 7|activator protein 1|cellular oncogene c-fos|proto-oncogene c-Fos|transcription factor AP-1 subunit c-Fos	20250511	-
FOSB	9606	2354	-	AP-1|G0S3|GOS3|GOSB	MIM:164772|HGNC:HGNC:3797|Ensembl:ENSG00000125740|AllianceGenome:HGNC:3797	19	19q13.32	FosB proto-oncogene, AP-1 transcription factor subunit	protein-coding	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	O	protein FosB|FBJ murine osteosarcoma viral oncogene homolog B|FosB proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 3|activator protein 1|transcription factor AP-1 subunit FosB	20250503	-
FOXA1	9606	3169	-	HNF3A|TCF3A	MIM:602294|HGNC:HGNC:5021|Ensembl:ENSG00000129514|AllianceGenome:HGNC:5021	14	14q21.1	forkhead box A1	protein-coding	FOXA1	forkhead box A1	O	hepatocyte nuclear factor 3-alpha|HNF-3-alpha|HNF-3A|TCF-3A|forkhead box protein A1|transcription factor 3A	20250503	-
FOXA2	9606	3170	-	HNF-3-beta|HNF3B|TCF3B	MIM:600288|HGNC:HGNC:5022|Ensembl:ENSG00000125798|AllianceGenome:HGNC:5022	20	20p11.21	forkhead box A2	protein-coding	FOXA2	forkhead box A2	O	hepatocyte nuclear factor 3-beta|forkhead box protein A2|hepatic nuclear factor-3-beta|transcription factor 3B	20250503	-
FOXL2	9606	668	-	BPES|BPES1|PFRK|PINTO|POF3	MIM:605597|HGNC:HGNC:1092|Ensembl:ENSG00000183770|AllianceGenome:HGNC:1092	3	3q22.3	forkhead box L2	protein-coding	FOXL2	forkhead box L2	O	forkhead box protein L2|forkhead transcription factor FOXL2	20250503	-
FOXL2NB	9606	401089	-	C3orf72	HGNC:HGNC:34428|Ensembl:ENSG00000206262|AllianceGenome:HGNC:34428	3	3q22.3	FOXL2 neighbor	protein-coding	FOXL2NB	FOXL2 neighbor	O	FOXL2 neighbor protein|FLJ43329 protein	20250503	-
FOXM1	9606	2305	-	FKHL16|FOXM1A|FOXM1B|FOXM1C|HFH-11|HFH11|HNF-3|INS-1|MPHOSPH2|MPP-2|MPP2|PIG29|TRIDENT	MIM:602341|HGNC:HGNC:3818|Ensembl:ENSG00000111206|AllianceGenome:HGNC:3818	12	12p13.33	forkhead box M1	protein-coding	FOXM1	forkhead box M1	O	forkhead box protein M1|Forkhead, drosophila, homolog-like 16|HNF-3/fork-head homolog 11|M-phase phosphoprotein 2|MPM-2 reactive phosphoprotein 2|forkhead box M1-D|forkhead-related protein FKHL16|hepatocyte nuclear factor 3 forkhead homolog 11|transcription factor Trident|winged-helix factor from INS-1 cells	20250503	-
FOXN3	9606	1112	-	C14orf116|CHES1|PRO1635	MIM:602628|HGNC:HGNC:1928|Ensembl:ENSG00000053254|AllianceGenome:HGNC:1928	14	14q31.3-q32.11	forkhead box N3	protein-coding	FOXN3	forkhead box N3	O	forkhead box protein N3|checkpoint suppressor 1	20250503	-
FOXO1	9606	2308	-	FKH1|FKHR|FOXO1A	MIM:136533|HGNC:HGNC:3819|Ensembl:ENSG00000150907|AllianceGenome:HGNC:3819	13	13q14.11	forkhead box O1	protein-coding	FOXO1	forkhead box O1	O	forkhead box protein O1|forkhead box protein O1A|forkhead, Drosophila, homolog of, in rhabdomyosarcoma	20250503	-
FOXO4	9606	4303	-	AFX|AFX1|MLLT7	MIM:300033|HGNC:HGNC:7139|Ensembl:ENSG00000184481|AllianceGenome:HGNC:7139	X	Xq13.1	forkhead box O4	protein-coding	FOXO4	forkhead box O4	O	forkhead box protein O4|fork head domain transcription factor AFX1|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 7	20250503	-
FOXP2	9606	93986	-	CAGH44|SPCH1|TNRC10	MIM:605317|HGNC:HGNC:13875|Ensembl:ENSG00000128573|AllianceGenome:HGNC:13875	7	7q31.1	forkhead box P2	protein-coding	FOXP2	forkhead box P2	O	forkhead box protein P2|CAG repeat protein 44|forkhead/winged-helix transcription factor|trinucleotide repeat containing 10|trinucleotide repeat-containing gene 10 protein	20250503	-
FRAS1	9606	80144	-	FRASRS1	MIM:607830|HGNC:HGNC:19185|Ensembl:ENSG00000138759|AllianceGenome:HGNC:19185	4	4q21.21	Fraser extracellular matrix complex subunit 1	protein-coding	FRAS1	Fraser extracellular matrix complex subunit 1	O	extracellular matrix organizing protein FRAS1|Fraser syndrome 1|extracellular matrix protein FRAS1|fraser syndrome 1 protein	20250503	-
FRAT2	9606	23401	-	FRAT-2	MIM:605006|HGNC:HGNC:16048|Ensembl:ENSG00000181274|AllianceGenome:HGNC:16048	10	10q24.1	FRAT regulator of WNT signaling pathway 2	protein-coding	FRAT2	FRAT regulator of WNT signaling pathway 2	O	GSK-3-binding protein FRAT2|FRAT2, WNT signaling pathway regulator|frequently rearranged in advanced T-cell lymphomas 2	20250503	-
FREM1	9606	158326	-	BNAR|C9orf143|C9orf145|C9orf154|MOTA|TILRR|TRIGNO2	MIM:608944|HGNC:HGNC:23399|Ensembl:ENSG00000164946|AllianceGenome:HGNC:23399	9	9p22.3	FRAS1 related extracellular matrix 1	protein-coding	FREM1	FRAS1 related extracellular matrix 1	O	FRAS1-related extracellular matrix protein 1|extracellular matrix protein QBRICK	20250503	-
FRG1BP	9606	284802	-	C20orf80|FRG1B|bA348I14.2	HGNC:HGNC:15792|Ensembl:ENSG00000287288|AllianceGenome:HGNC:15792	20	20q11.1-q11.21	FSHD region gene 1 family member B, pseudogene	pseudo	FRG1BP	FSHD region gene 1 family member B, pseudogene	O	FSHD region gene 1 family, member B	20250304	-
FRMD6	9606	122786	-	C14orf31|EX1|Willin|c14_5320	MIM:614555|HGNC:HGNC:19839|Ensembl:ENSG00000139926|AllianceGenome:HGNC:19839	14	14q22.1	FERM domain containing 6	protein-coding	FRMD6	FERM domain containing 6	O	FERM domain-containing protein 6|4.1 ezrin radixin moesin (FERM)-containing protein|expanded homolog	20250503	-
FRMD6-AS2	9606	100874185	-	-	HGNC:HGNC:43637|Ensembl:ENSG00000258537|AllianceGenome:HGNC:43637	14	14q22.1	FRMD6 antisense RNA 2	ncRNA	FRMD6-AS2	FRMD6 antisense RNA 2	O	FRMD6 antisense RNA 2 (non-protein coding)	20250304	-
FRY	9606	10129	-	13CDNA73|214K23.2|C13orf14|CG003|bA207N4.2|bA37E23.1	MIM:614818|HGNC:HGNC:20367|Ensembl:ENSG00000073910|AllianceGenome:HGNC:20367	13	13q13.1	FRY microtubule binding protein	protein-coding	FRY	FRY microtubule binding protein	O	protein furry homolog|WUGSC:H_2G3A.1|furry homolog	20250503	-
FSTL3	9606	10272	-	FLRG|FSRP	MIM:605343|HGNC:HGNC:3973|Ensembl:ENSG00000070404|AllianceGenome:HGNC:3973	19	19p13.3	follistatin like 3	protein-coding	FSTL3	follistatin like 3	O	follistatin-related protein 3|follistatin-like 3 (secreted glycoprotein)|follistatin-like protein 3|follistatin-related gene protein	20250503	-
FTLP14	9606	100462794	-	-	HGNC:HGNC:37964|AllianceGenome:HGNC:37964	16	16q22.1	ferritin light chain pseudogene 14	pseudo	FTLP14	ferritin light chain pseudogene 14	O	ferritin, light polypeptide pseudogene 14	20250304	-
FUT2	9606	2524	-	B12QTL1|SE|SEC2|Se2|sej	MIM:182100|HGNC:HGNC:4013|Ensembl:ENSG00000176920|AllianceGenome:HGNC:4013	19	19q13.33	fucosyltransferase 2 (H blood group)	protein-coding	FUT2	fucosyltransferase 2 (H blood group)	O	galactoside alpha-(1,2)-fucosyltransferase 2|GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2|alpha (1,2) fucosyltransferase|alpha(1,2)FT 2|alpha(1,2)FT2|fucosyltransferase 2 (secretor status included)|galactoside 2-L-fucosyltransferase|galactoside 2-alpha-L-fucosyltransferase 2|secretor blood group alpha-2-fucosyltransferase|secretor factor|type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2|type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2	20250519	-
FXYD5	9606	53827	-	DYSAD|HSPC113|IWU1|KCT1|OIT2|PRO6241|RIC	MIM:606669|HGNC:HGNC:4029|Ensembl:ENSG00000089327|AllianceGenome:HGNC:4029	19	19q13.12	FXYD domain containing ion transport regulator 5	protein-coding	FXYD5	FXYD domain containing ion transport regulator 5	O	FXYD domain-containing ion transport regulator 5|dysadherin|keratinocytes associated transmembrane protein 1	20250503	-
FXYD6	9606	53826	-	-	MIM:606683|HGNC:HGNC:4030|Ensembl:ENSG00000137726|AllianceGenome:HGNC:4030	11	11q23.3	FXYD domain containing ion transport regulator 6	protein-coding	FXYD6	FXYD domain containing ion transport regulator 6	O	FXYD domain-containing ion transport regulator 6|phosphohippolin	20250503	-
FYCO1	9606	79443	-	CATC2|CTRCT18|RUFY3|ZFYVE7	MIM:607182|HGNC:HGNC:14673|Ensembl:ENSG00000163820|AllianceGenome:HGNC:14673	3	3p21.31	FYVE and coiled-coil domain autophagy adaptor 1	protein-coding	FYCO1	FYVE and coiled-coil domain autophagy adaptor 1	O	FYVE and coiled-coil domain-containing protein 1|FYVE and coiled-coil domain containing 1|RUN and FYVE domain containing 3|zinc finger FYVE domain-containing protein 7	20250503	-
FYN	9606	2534	-	SLK|SYN|p59-FYN	MIM:137025|HGNC:HGNC:4037|Ensembl:ENSG00000010810|AllianceGenome:HGNC:4037	6	6q21	FYN proto-oncogene, Src family tyrosine kinase	protein-coding	FYN	FYN proto-oncogene, Src family tyrosine kinase	O	tyrosine-protein kinase Fyn|FYN oncogene related to SRC, FGR, YES|OKT3-induced calcium influx regulator|c-syn protooncogene|proto-oncogene Syn|proto-oncogene c-Fyn|src-like kinase|src/yes-related novel|tyrosine kinase p59fyn(T)	20250503	-
FZD10	9606	11211	-	CD350|FZ-10|Fz10|FzE7|hFz10	MIM:606147|HGNC:HGNC:4039|Ensembl:ENSG00000111432|AllianceGenome:HGNC:4039	12	12q24.33	frizzled class receptor 10	protein-coding	FZD10	frizzled class receptor 10	O	frizzled-10|frizzled 10, seven transmembrane spanning receptor|frizzled family receptor 10|frizzled homolog 10	20250503	-
FZD4	9606	8322	-	CD344|EVR1|FEVR|FZD4S|Fz-4|Fz4|FzE4|GPCR|hFz4	MIM:604579|HGNC:HGNC:4042|Ensembl:ENSG00000174804|AllianceGenome:HGNC:4042	11	11q14.2	frizzled class receptor 4	protein-coding	FZD4	frizzled class receptor 4	O	frizzled-4|WNT receptor frizzled-4|frizzled 4, seven transmembrane spanning receptor|frizzled family receptor 4|frizzled homolog 4	20250503	-
FZD7	9606	8324	-	FzE3	MIM:603410|HGNC:HGNC:4045|Ensembl:ENSG00000155760|AllianceGenome:HGNC:4045	2	2q33.1	frizzled class receptor 7	protein-coding	FZD7	frizzled class receptor 7	O	frizzled-7|Frizzled, drosophila, homolog of, 7|frizzled 7, seven transmembrane spanning receptor|frizzled family receptor 7|frizzled homolog 7|fz-7|hFz7	20250503	-
GAB1	9606	2549	-	DFNB26	MIM:604439|HGNC:HGNC:4066|Ensembl:ENSG00000109458|AllianceGenome:HGNC:4066	4	4q31.21	GRB2 associated binding protein 1	protein-coding	GAB1	GRB2 associated binding protein 1	O	GRB2-associated-binding protein 1|GRB2-associated binder 1|deafness, autosomal recessive 26|growth factor receptor bound protein 2-associated protein 1|symbol withdrawn, see GAB1	20250503	-
GAB2	9606	9846	-	-	MIM:606203|HGNC:HGNC:14458|Ensembl:ENSG00000033327|AllianceGenome:HGNC:14458	11	11q14.1	GRB2 associated binding protein 2	protein-coding	GAB2	GRB2 associated binding protein 2	O	GRB2-associated-binding protein 2|Grb2-associated binder 2|growth factor receptor bound protein 2-associated protein 2|pp100	20250511	-
GABARAPL1	9606	23710	-	APG8-LIKE|APG8L|ATG8|ATG8B|ATG8L|GEC1	MIM:607420|HGNC:HGNC:4068|Ensembl:ENSG00000139112|AllianceGenome:HGNC:4068	12	12p13.2	GABA type A receptor associated protein like 1	protein-coding	GABARAPL1	GABA type A receptor associated protein like 1	O	gamma-aminobutyric acid receptor-associated protein-like 1|GABA(A) receptor-associated protein-like 1|early estrogen-regulated protein|glandular epithelial cell protein 1	20250503	-
GABBR1	9606	2550	-	GABABR1|GABBR1-3|GB1|GPRC3A|NEDLC	MIM:603540|HGNC:HGNC:4070|Ensembl:ENSG00000204681|AllianceGenome:HGNC:4070	6	6p22.1	gamma-aminobutyric acid type B receptor subunit 1	protein-coding	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	O	gamma-aminobutyric acid type B receptor subunit 1|GABA-B receptor, R1 subunit|gamma-aminobutyric acid (GABA) B receptor, 1|seven transmembrane helix receptor	20250511	-
GAD1	9606	2571	-	CPSQ1|DEE89|GAD|SCP	MIM:605363|HGNC:HGNC:4092|Ensembl:ENSG00000128683|AllianceGenome:HGNC:4092	2	2q31.1	glutamate decarboxylase 1	protein-coding	GAD1	glutamate decarboxylase 1	O	glutamate decarboxylase 1|67 kDa glutamic acid decarboxylase|GAD-67|glutamate decarboxylase 1 (brain, 67kDa)	20250511	-
GADD45B	9606	4616	-	GADD45BETA|MYD118	MIM:604948|HGNC:HGNC:4096|Ensembl:ENSG00000099860|AllianceGenome:HGNC:4096	19	19p13.3	growth arrest and DNA damage inducible beta	protein-coding	GADD45B	growth arrest and DNA damage inducible beta	O	growth arrest and DNA damage-inducible protein GADD45 beta|myeloid differentiation primary response protein MyD118|negative growth regulatory protein MyD118	20250503	-
GADD45G	9606	10912	-	CR6|DDIT2|GADD45gamma|GRP17	MIM:604949|HGNC:HGNC:4097|Ensembl:ENSG00000130222|AllianceGenome:HGNC:4097	9	9q22.2	growth arrest and DNA damage inducible gamma	protein-coding	GADD45G	growth arrest and DNA damage inducible gamma	O	growth arrest and DNA damage-inducible protein GADD45 gamma|DDIT-2|DNA damage-inducible transcript 2 protein|GADD45-gamma|cytokine-responsive protein CR6|gadd-related protein, 17 kD	20250503	-
GALE	9606	2582	-	SDR1E1|THC13	MIM:606953|HGNC:HGNC:4116|Ensembl:ENSG00000117308|AllianceGenome:HGNC:4116	1	1p36.11	UDP-galactose-4-epimerase	protein-coding	GALE	UDP-galactose-4-epimerase	O	UDP-glucose 4-epimerase|UDP galactose-4'-epimerase|UDP-GalNAc 4-epimerase|UDP-GlcNAc 4-epimerase|UDP-N-acetylgalactosamine 4-epimerase|UDP-N-acetylglucosamine 4-epimerase|epididymis secretory sperm binding protein|galactose-4-epimerase, UDP-|galactowaldenase|short chain dehydrogenase/reductase family 1E, member 1	20250503	-
GALNT15	9606	117248	-	GALNACT15|GALNT13|GALNT7|GALNTL2|PIH5|pp-GalNAc-T15	MIM:615131|HGNC:HGNC:21531|Ensembl:ENSG00000131386|AllianceGenome:HGNC:21531	3	3p25.1	polypeptide N-acetylgalactosaminyltransferase 15	protein-coding	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15	O	polypeptide N-acetylgalactosaminyltransferase 15|UDP-GalNAc transferase T15|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 2|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2|galNAc-T-like protein 2|polypeptide GalNAc transferase 15|polypeptide GalNAc transferase-like protein 2|polypeptide N-acetylgalactosaminyltransferase 13|polypeptide N-acetylgalactosaminyltransferase-like protein 2|pp-GaNTase-like protein 2|pregnancy-induced hypertension syndrome-related protein 5|protein-UDP acetylgalactosaminyltransferase-like protein 2	20250503	-
